window_id	hetA	hetB	hetAB	fixed	multiallelic	missing	pi_A	pi_B	d_xy	f_st
chr1_556800_588800	0.01376625	0.0138525	0.00269	0.0094559375	0.0	0.0	0.01645625	0.0165425	0.02461031	0.19729986
chr1_563200_595200	0.0142628125	0.0145359375	0.0029678125	0.0093296875	0.0	0.0	0.01723062	0.01750375	0.02521297	0.18425919
chr1_569600_601600	0.014533125	0.0140134375	0.002738125	0.0094290625	0.0	0.0	0.01727125	0.01675156	0.02507141	0.19152723
chr1_576000_608000	0.015220625	0.0137890625	0.0027746875	0.0095271875	0.0	0.0	0.01799531	0.01656375	0.02541937	0.19063348
chr1_582400_614400	0.0150840625	0.01462375	0.0027921875	0.0098984375	0.0	0.0	0.01787625	0.01741594	0.02614844	0.19414169
chr1_588800_620800	0.01542625	0.0148715625	0.00302875	0.009980625	0.0	0.0	0.018455	0.01790031	0.02664391	0.18888798
chr1_595200_627200	0.015565	0.014949375	0.0030484375	0.0101975	0.0	0.0	0.01861344	0.01799781	0.02697891	0.19152863
chr1_601600_633600	0.0154575	0.01505	0.0031559375	0.009955	0.0	0.0	0.01861344	0.01820594	0.02678672	0.18534724
chr1_608000_640000	0.0155334375	0.0159390625	0.00320375	0.010514375	0.0	0.0	0.01873719	0.01914281	0.0278525	0.19046856
chr1_614400_646400	0.0155721875	0.0158859375	0.0031403125	0.010959375	0.0	0.0	0.0187125	0.01902625	0.02825859	0.1992281
chr1_620800_652800	0.0155171875	0.01620625	0.0029265625	0.01111375	0.0	0.0	0.01844375	0.01913281	0.02843875	0.20434209
chr1_627200_659200	0.0152190625	0.0161803125	0.00306875	0.0103759375	0.0	0.0	0.01828781	0.01924906	0.02761	0.19063957
chr1_633600_665600	0.0152765625	0.016224375	0.003031875	0.0105675	0.0	0.0	0.01830844	0.01925625	0.02783391	0.19417186
chr1_640000_672000	0.0153559375	0.0156028125	0.0028984375	0.0102709375	0.0	0.0	0.01825437	0.01850125	0.02719953	0.19355496
chr1_646400_678400	0.0153590625	0.015055625	0.0029546875	0.0097028125	0.0	0.0	0.01831375	0.01801031	0.0263875	0.18463652
chr1_652800_684800	0.0151753125	0.014971875	0.0031175	0.0095734375	0.0	0.0	0.01829281	0.01808938	0.02620578	0.18052363
chr1_659200_691200	0.01545625	0.01485125	0.003025625	0.009945625	0.0	0.0	0.01848187	0.01787688	0.02661219	0.18826792
chr1_665600_697600	0.0153928125	0.015076875	0.0031859375	0.009438125	0.0	0.0	0.01857875	0.01826281	0.02626594	0.17555909
chr1_672000_704000	0.0150634375	0.01537625	0.00343625	0.00893625	0.0	0.0	0.01849969	0.0188125	0.02587422	0.16209463
chr1_678400_710400	0.014715625	0.015673125	0.003453125	0.00851875	0.0	0.0	0.01816875	0.01912625	0.02543969	0.15406267
chr1_684800_716800	0.014909375	0.015403125	0.0032915625	0.0086784375	0.0	0.0	0.01820094	0.01869469	0.02548047	0.160094
chr1_691200_723200	0.014670625	0.0157640625	0.00342625	0.0084528125	0.0	0.0	0.01809687	0.01919031	0.02538328	0.15308129
chr1_697600_729600	0.01458875	0.0160221875	0.0035634375	0.008344375	0.0	0.0	0.01815219	0.01958562	0.02543156	0.14813964
chr1_704000_736000	0.0142475	0.016000625	0.003554375	0.008126875	0.0	0.0	0.01780187	0.019555	0.02502812	0.14527992
chr1_710400_742400	0.01490625	0.0159309375	0.003539375	0.0086621875	0.0	0.0	0.01844563	0.01947031	0.02585047	0.15382147
chr1_716800_748800	0.0148434375	0.01574375	0.0035528125	0.008354375	0.0	0.0	0.01839625	0.01929656	0.02542438	0.14858501
chr1_723200_755200	0.01489875	0.01519875	0.0034740625	0.0086115625	0.0	0.0	0.01837281	0.01867281	0.02539734	0.15652337
chr1_729600_761600	0.0146540625	0.0149746875	0.003313125	0.0087178125	0.0	0.0	0.01796719	0.01828781	0.02518875	0.16301619
chr1_736000_768000	0.01498125	0.01494	0.00327875	0.0087084375	0.0	0.0	0.01826	0.01821875	0.02530844	0.16232881
chr1_742400_774400	0.0145225	0.014803125	0.0033203125	0.008259375	0.0	0.0	0.01784281	0.01812344	0.02458234	0.15503684
chr1_748800_780800	0.0142203125	0.015430625	0.003511875	0.00812625	0.0	0.0	0.01773219	0.0189425	0.02470766	0.14799197
chr1_755200_787200	0.01403125	0.016024375	0.003298125	0.008046875	0.0	0.0	0.01732938	0.0193225	0.02472375	0.14861454
chr1_761600_793600	0.014313125	0.0160884375	0.003416875	0.00789125	0.0	0.0	0.01773	0.01950531	0.02480047	0.1424017
chr1_768000_800000	0.0143396875	0.0164415625	0.0033409375	0.0080596875	0.0	0.0	0.01768062	0.0197825	0.02512078	0.1456985
chr1_774400_806400	0.0143575	0.01700875	0.003171875	0.0087409375	0.0	0.0	0.01752937	0.02018063	0.02601	0.15947844
chr1_780800_812800	0.014146875	0.0170359375	0.003090625	0.0089728125	0.0	0.0	0.0172375	0.02012656	0.02610953	0.16582365
chr1_787200_819200	0.014374375	0.01628625	0.00335875	0.0087065625	0.0	0.0	0.01773312	0.019645	0.02571625	0.15825112
chr1_793600_825600	0.0146525	0.0159603125	0.003174375	0.009110625	0.0	0.0	0.01782687	0.01913469	0.02600422	0.16912308
chr1_800000_832000	0.0145815625	0.0154028125	0.0032175	0.0092084375	0.0	0.0	0.01779906	0.01862031	0.02580937	0.17264535
chr1_806400_838400	0.014578125	0.0148540625	0.00336375	0.0082925	0.0	0.0	0.01794187	0.01821781	0.02469047	0.15456119
chr1_812800_844800	0.0148634375	0.0142884375	0.0033196875	0.0084784375	0.0	0.0	0.01818313	0.01760813	0.02471422	0.1600238
chr1_819200_851200	0.0149309375	0.014429375	0.003325625	0.0082690625	0.0	0.0	0.01825656	0.017755	0.02461203	0.15501148
chr1_825600_857600	0.014445625	0.0147025	0.003425625	0.007760625	0.0	0.0	0.01787125	0.01812813	0.0240475	0.14383387
chr1_832000_864000	0.0144775	0.01531875	0.0036071875	0.0077465625	0.0	0.0	0.01808469	0.01892594	0.02444828	0.1383578
chr1_838400_870400	0.0144690625	0.015565	0.00365875	0.00846375	0.0	0.0	0.01812781	0.01922375	0.02531016	0.15082956
chr1_844800_876800	0.014795625	0.01591375	0.0037296875	0.0084509375	0.0	0.0	0.01852531	0.01964344	0.02567047	0.14715937
chr1_851200_883200	0.014068125	0.0155959375	0.003460625	0.008546875	0.0	0.0	0.01752875	0.01905656	0.02510922	0.15705692
chr1_857600_889600	0.014245	0.0157978125	0.00347625	0.0087771875	0.0	0.0	0.01772125	0.01927406	0.02553672	0.15985386
chr1_864000_896000	0.0139634375	0.0155353125	0.003290625	0.0085440625	0.0	0.0	0.01725406	0.01882594	0.02493875	0.16051537
chr1_870400_902400	0.01405625	0.0156828125	0.0031478125	0.008426875	0.0	0.0	0.01720406	0.01883063	0.02487031	0.15978876
chr1_876800_908800	0.013854375	0.015884375	0.0032896875	0.0082034375	0.0	0.0	0.01714406	0.01917406	0.02471766	0.15296413
chr1_883200_915200	0.0144440625	0.0161996875	0.00333125	0.00890875	0.0	0.0	0.01777531	0.01953094	0.02589625	0.16258646
chr1_889600_921600	0.014440625	0.0162165625	0.003170625	0.009641875	0.0	0.0	0.01761125	0.01938719	0.02655578	0.17881611
chr1_896000_928000	0.01487625	0.015840625	0.0030665625	0.01004625	0.0	0.0	0.01794281	0.01890719	0.02693797	0.18766342
chr1_902400_934400	0.014595	0.0159684375	0.0030346875	0.0100559375	0.0	0.0	0.01762969	0.01900313	0.026855	0.18902642
chr1_908800_940800	0.014805	0.0149696875	0.002646875	0.0103728125	0.0	0.0	0.01745187	0.01761656	0.02658359	0.20511843
chr1_915200_947200	0.015095625	0.0149525	0.0025859375	0.0105871875	0.0	0.0	0.01768156	0.01753844	0.02690422	0.20879216
chr1_921600_953600	0.01543375	0.014591875	0.00271875	0.01043	0.0	0.0	0.0181525	0.01731062	0.02680219	0.20367991
chr1_928000_960000	0.0151634375	0.0148415625	0.0027440625	0.0102396875	0.0	0.0	0.0179075	0.01758563	0.02661422	0.19989851
chr1_934400_966400	0.0150021875	0.0144884375	0.002911875	0.0095171875	0.0	0.0	0.01791406	0.01740031	0.02571844	0.18584758
chr1_940800_972800	0.0146740625	0.0144459375	0.0029075	0.0094196875	0.0	0.0	0.01758156	0.01735344	0.02543344	0.18568218
chr1_947200_979200	0.0142990625	0.0142971875	0.0029609375	0.0090028125	0.0	0.0	0.01726	0.01725812	0.02478141	0.17893116
chr1_953600_985600	0.013958125	0.0144440625	0.002924375	0.0084790625	0.0	0.0	0.0168825	0.01736844	0.02414234	0.17003253
chr1_960000_992000	0.01379125	0.013994375	0.0029240625	0.0083734375	0.0	0.0	0.01671531	0.01691844	0.02372828	0.17046192
chr1_966400_998400	0.013976875	0.014009375	0.0029409375	0.0087434375	0.0	0.0	0.01691781	0.01695031	0.02420703	0.17678117
chr1_972800_1004800	0.0147078125	0.0148378125	0.0033484375	0.0087728125	0.0	0.0	0.01805625	0.01818625	0.02521984	0.1637843
chr1_979200_1011200	0.0151546875	0.015535	0.0035228125	0.0091934375	0.0	0.0	0.0186775	0.01905781	0.02629969	0.16454443
chr1_985600_1017600	0.015275	0.015458125	0.003608125	0.0096534375	0.0	0.0	0.01888313	0.01906625	0.02682406	0.1713883
chr1_992000_1024000	0.0153290625	0.0160753125	0.0036521875	0.0100715625	0.0	0.0	0.01898125	0.0197275	0.02759984	0.17560649
chr1_998400_1030400	0.01556625	0.016199375	0.00358375	0.010301875	0.0	0.0	0.01915	0.01978312	0.02797656	0.17937269
chr1_1004800_1036800	0.0149321875	0.016218125	0.003386875	0.010106875	0.0	0.0	0.01831906	0.019605	0.02737547	0.18156871
chr1_1011200_1043200	0.0140325	0.01549125	0.003266875	0.009465625	0.0	0.0	0.01729937	0.01875813	0.02586094	0.1784517
chr1_1017600_1049600	0.01389625	0.0156153125	0.0032575	0.009050625	0.0	0.0	0.01715375	0.01887281	0.02543516	0.1708204
chr1_1024000_1056000	0.0139240625	0.0153925	0.0033353125	0.0087359375	0.0	0.0	0.01725938	0.01872781	0.02506188	0.16416693
chr1_1030400_1062400	0.0139928125	0.0154759375	0.0033140625	0.009266875	0.0	0.0	0.01730687	0.01879	0.02565828	0.17411158
chr1_1036800_1068800	0.0139175	0.0157053125	0.0032571875	0.0094796875	0.0	0.0	0.01717469	0.0189625	0.02591969	0.1784815
chr1_1043200_1075200	0.014969375	0.0159734375	0.0032634375	0.0101621875	0.0	0.0	0.01823281	0.01923688	0.02726531	0.18544427
chr1_1049600_1081600	0.0150684375	0.0161765625	0.00329375	0.010580625	0.0	0.0	0.01836219	0.01947031	0.02785	0.19102986
chr1_1056000_1088000	0.0154184375	0.0162721875	0.003253125	0.0105646875	0.0	0.0	0.01867156	0.01952531	0.02803656	0.18962822
chr1_1062400_1094400	0.01506125	0.0156409375	0.0030440625	0.0105565625	0.0	0.0	0.01810531	0.018685	0.02742969	0.19715364
chr1_1068800_1100800	0.0152628125	0.0145875	0.002925625	0.0104465625	0.0	0.0	0.01818844	0.01751313	0.02683453	0.20104468
chr1_1075200_1107200	0.014635625	0.0146571875	0.002991875	0.009813125	0.0	0.0	0.0176275	0.01764906	0.02595547	0.19078859
chr1_1081600_1113600	0.0147328125	0.0139121875	0.002808125	0.00994125	0.0	0.0	0.01754094	0.01672031	0.02566781	0.19947423
chr1_1088000_1120000	0.0144228125	0.0125740625	0.002395	0.010761875	0.0	0.0	0.01681781	0.01496906	0.02545781	0.23129594
chr1_1094400_1126400	0.0145425	0.0126346875	0.0024240625	0.0103575	0.0	0.0	0.01696656	0.01505875	0.02515812	0.22213488
chr1_1100800_1132800	0.014465625	0.0134459375	0.002520625	0.0103828125	0.0	0.0	0.01698625	0.01596656	0.02559891	0.21681371
chr1_1107200_1139200	0.015194375	0.013623125	0.002460625	0.0109296875	0.0	0.0	0.017655	0.01608375	0.02656875	0.22329175
chr1_1113600_1145600	0.0151559375	0.0142265625	0.0025540625	0.0104190625	0.0	0.0	0.01771	0.01678063	0.02638734	0.20952255
chr1_1120000_1152000	0.0152596875	0.0147590625	0.002795625	0.0099321875	0.0	0.0	0.01805531	0.01755469	0.02633937	0.19332862
chr1_1126400_1158400	0.01544125	0.014615625	0.00281125	0.0102271875	0.0	0.0	0.0182525	0.01742688	0.02666125	0.19823312
chr1_1132800_1164800	0.0155909375	0.014605625	0.0029596875	0.010055625	0.0	0.0	0.01855063	0.01756531	0.02663375	0.19188745
chr1_1139200_1171200	0.0151884375	0.014464375	0.002805625	0.0102353125	0.0	0.0	0.01799406	0.01727	0.02646453	0.20029907
chr1_1145600_1177600	0.0147334375	0.014490625	0.0026534375	0.01038375	0.0	0.0	0.01738687	0.01714406	0.0263225	0.20778752
chr1_1152000_1184000	0.01463	0.0149465625	0.0027990625	0.009795625	0.0	0.0	0.01742906	0.01774563	0.02598344	0.19270011
chr1_1158400_1190400	0.014294375	0.0157809375	0.003010625	0.009295	0.0	0.0	0.017305	0.01879156	0.02583797	0.17749728
chr1_1164800_1196800	0.0141040625	0.01576875	0.00283875	0.0093390625	0.0	0.0	0.01694281	0.0186075	0.02569484	0.18218739
chr1_1171200_1203200	0.0144084375	0.0164775	0.00331875	0.0089184375	0.0	0.0	0.01772719	0.01979625	0.02602078	0.16209591
chr1_1177600_1209600	0.01458125	0.01685875	0.003644375	0.008434375	0.0	0.0	0.01822563	0.02050312	0.02597656	0.14583257
chr1_1184000_1216000	0.014675	0.0170234375	0.0036903125	0.008489375	0.0	0.0	0.01836531	0.02071375	0.02618375	0.14531372
chr1_1190400_1222400	0.01493625	0.0172246875	0.0037815625	0.0088990625	0.0	0.0	0.01871781	0.02100625	0.02687031	0.14996638
chr1_1196800_1228800	0.0147925	0.017040625	0.00387375	0.0088259375	0.0	0.0	0.01866625	0.02091437	0.02667938	0.14824868
chr1_1203200_1235200	0.0143765625	0.0167575	0.003613125	0.0090628125	0.0	0.0	0.01798969	0.02037063	0.02643641	0.15907049
chr1_1209600_1241600	0.014616875	0.0159190625	0.0033134375	0.009605625	0.0	0.0	0.01793031	0.0192325	0.02653031	0.17620489
chr1_1216000_1248000	0.0144546875	0.0155428125	0.003061875	0.0101059375	0.0	0.0	0.01751656	0.01860469	0.02663563	0.19185064
chr1_1222400_1254400	0.01461125	0.0154628125	0.002871875	0.01017375	0.0	0.0	0.01748312	0.01833469	0.02664672	0.19611026
chr1_1228800_1260800	0.014911875	0.0155734375	0.00272625	0.0109596875	0.0	0.0	0.01763813	0.01829969	0.02756547	0.21075416
chr1_1235200_1267200	0.0150678125	0.0154434375	0.002739375	0.010821875	0.0	0.0	0.01780719	0.01818281	0.02744719	0.20800472
chr1_1241600_1273600	0.015458125	0.0162128125	0.003074375	0.0109340625	0.0	0.0	0.0185325	0.01928719	0.02830672	0.19901649
chr1_1248000_1280000	0.015326875	0.017126875	0.003411875	0.010671875	0.0	0.0	0.01873875	0.02053875	0.02860469	0.18584786
chr1_1254400_1286400	0.015440625	0.016844375	0.003538125	0.010479375	0.0	0.0	0.01897875	0.0203825	0.02839094	0.18119475
chr1_1260800_1292800	0.01573875	0.0169221875	0.003705625	0.0100221875	0.0	0.0	0.01944437	0.02062781	0.02820547	0.1693432
chr1_1267200_1299200	0.0155859375	0.0167584375	0.0037346875	0.009640625	0.0	0.0	0.01932063	0.02049313	0.02768016	0.16334868
chr1_1273600_1305600	0.015285	0.0158590625	0.00336	0.0091659375	0.0	0.0	0.018645	0.01921906	0.02641797	0.16507034
chr1_1280000_1312000	0.0155425	0.0151478125	0.0031640625	0.0089775	0.0	0.0	0.01870656	0.01831187	0.02590469	0.1665126
chr1_1286400_1318400	0.0154746875	0.0154946875	0.003203125	0.0087990625	0.0	0.0	0.01867781	0.01869781	0.02588531	0.16147624
chr1_1292800_1324800	0.01555125	0.015575	0.0031178125	0.00949375	0.0	0.0	0.01866906	0.01869281	0.02661578	0.17517484
chr1_1299200_1331200	0.0150259375	0.01585625	0.002966875	0.009905625	0.0	0.0	0.01799281	0.01882312	0.02683016	0.18617471
